,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2010-06,-0.48,2.44
1,1,1,1,1,2011-06,0.03,-20.84
2,2,2,2,2,2012-06,0.89,20.55
3,3,3,3,3,2013-06,0.55,2.97
4,4,4,4,4,2014-06,-0.6,-3.13
5,5,5,5,5,2015-06,0.15,4.38
6,6,6,6,6,2016-06,0.33,3.34
7,7,7,7,7,2017-06,0.58,-0.05
8,8,8,8,8,2018-06,0.06,-0.71
9,9,9,9,9,2019-06,-0.28,3.34
10,10,10,10,10,TTM,0.0,15.4
