,FCFPS,ROIC
2009-10,0,-64.15
2010-10,0,-2.72
2011-10,0,45.47
2012-10,0,21.14
2013-10,0,-50.12
2014-10,0,-124.69
2015-10,0,-114.78
2016-10,0,0.0
2017-10,0,0.0
2018-10,0,0.0
TTM,0,0.0
