,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,9.74
1,1,1,1,1,2010-12,4.69,8.34
2,2,2,2,2,2011-12,4.47,10.49
3,3,3,3,3,2012-12,6.14,10.73
4,4,4,4,4,2013-12,5.54,17.37
5,5,5,5,5,2014-12,6.59,10.63
6,6,6,6,6,2015-12,5.94,9.89
7,7,7,7,7,2016-12,3.75,2.46
8,8,8,8,8,2017-12,3.31,5.93
9,9,9,9,9,2018-12,4.85,3.82
10,10,10,10,10,TTM,0.0,0.0
