,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,3.84
1,1,1,1,2010-12,-4.41,6.18
2,2,2,2,2011-12,-4.46,-4.98
3,3,3,3,2012-12,-4.82,-10.35
4,4,4,4,2013-12,-4.8,3.74
5,5,5,5,2014-12,0.88,14.01
6,6,6,6,2015-12,3.31,7.55
7,7,7,7,2016-12,-3.76,3.34
8,8,8,8,2017-12,-23.96,4.57
9,9,9,9,2018-12,-1.66,8.33
10,10,10,10,TTM,0.0,7.81
