Date,ROIC,FCFPS
2012-12,-0.05,0.87
2013-12,2.55,0.84
2014-12,-0.68,2.33
2015-12,3.31,11.41
2016-12,8.42,17.76
2017-12,7.09,14.71
2018-12,14.7,26.78
2019-12,11.72,39.92
2020-12,14.71,48.5
2021-12,15.98,-4.42
TTM,10.45,0.0
