,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2010-03,5.0,6.26
1,1,1,2011-03,-14.05,-65.12
2,2,2,2012-03,-32.35,-59.78
3,3,3,2013-03,-9.98,-40.57
4,4,4,2014-03,-3.92,-41.98
5,5,5,2015-03,-2.1,-45.81
6,6,6,2016-03,-1.69,-26.43
7,7,7,2017-03,-0.6,-37.02
8,8,8,2018-03,-1.33,-58.29
9,9,9,2019-03,2.06,40.11
10,10,10,TTM,0.0,-22.62
