,FCFPS,ROIC
2010-12,1.21,9.76
2011-12,1.28,7.5
2012-12,1.29,7.15
2013-12,0.86,9.7
2014-12,2.69,6.08
2015-12,1.29,17.82
2016-12,1.39,4.96
2017-12,0.95,7.5
2018-12,1.72,8.47
2019-12,2.03,9.66
TTM,0.0,9.66
