,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,5.48
1,1,1,1,1,2010-12,-1.33,4.08
2,2,2,2,2,2011-12,0.29,3.32
3,3,3,3,3,2012-12,5.18,5.33
4,4,4,4,4,2013-12,9.02,7.27
5,5,5,5,5,2014-12,8.35,7.29
6,6,6,6,6,2015-12,7.32,8.09
7,7,7,7,7,2016-12,6.77,5.22
8,8,8,8,8,2017-12,1.19,2.95
9,9,9,9,9,2018-12,2.6,2.17
10,10,10,10,10,TTM,0.0,2.87
