,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2010-12,6.79,16.66
1,1,1,1,1,1,2011-12,5.91,15.57
2,2,2,2,2,2,2012-12,6.33,-1.42
3,3,3,3,3,3,2013-12,5.4,14.34
4,4,4,4,4,4,2014-12,13.99,14.97
5,5,5,5,5,5,2015-12,4.7,20.25
6,6,6,6,6,6,2016-12,3.67,20.83
7,7,7,7,7,7,2017-12,7.47,19.72
8,8,8,8,8,8,2018-12,8.24,18.39
9,9,9,9,9,9,2019-12,6.18,15.11
10,10,10,10,10,10,TTM,0.0,15.11
