,FCFPS,ROIC
2009-12,0.0,57.44
2010-12,8.63,71.36
2011-12,8.54,47.75
2012-12,5.01,42.19
2013-12,7.7,12.05
2014-12,6.45,26.61
2015-12,5.3,35.95
2016-12,3.88,21.25
2017-12,3.46,10.56
2018-12,-1.76,-1.92
TTM,0.0,4.89
