,FCFPS,ROIC
2010-12,0.93,21.68
2011-12,0.92,23.31
2012-12,0.47,10.56
2013-12,0.38,10.06
2014-12,0.51,1.89
2015-12,0.24,7.66
2016-12,1.0,8.58
2017-12,1.23,6.6
2018-12,1.44,14.89
2019-12,1.63,14.1
TTM,0.0,14.1
