,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,0.0
1,1,1,2010-12,0.0,1.91
2,2,2,2011-12,0.0,8.01
3,3,3,2012-12,7.1,1.17
4,4,4,2013-12,2.57,2.18
5,5,5,2014-12,2.95,1.44
6,6,6,2015-12,3.92,4.25
7,7,7,2016-12,3.85,3.76
8,8,8,2017-12,3.54,3.52
9,9,9,2018-12,3.22,3.67
10,10,10,TTM,0.0,6.13
