,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,0.0,0.0
2011-12,0.0,0.0
2012-12,0.0,0.0
2013-12,0.0,0.0
2014-12,0.0,0.0
2015-12,0.0,9.42
2016-12,0.0,16.79
2017-12,-0.22,1.66
2018-12,-0.42,-115.2
TTM,0.0,-82.81
