Date,ROIC,FCFPS
2010-12,26.69,1.57
2011-12,14.87,1.35
2012-12,14.27,1.72
2013-12,12.58,1.79
2014-12,9.86,1.85
2015-12,10.63,1.94
2016-12,9.53,1.47
2017-12,2.02,1.41
2018-12,10.58,1.28
2019-12,15.11,1.9
TTM,15.66,0.0
