,FCFPS,ROIC
2009-12,0.0,0
2010-12,3.17,0
2011-12,3.95,0
2012-12,2.11,0
2013-12,2.79,0
2014-12,3.86,0
2015-12,1.0,0
2016-12,0.19,0
2017-12,1.37,0
2018-12,2.27,0
TTM,0.0,0
