,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,-68.35
1,1,1,2010-12,-61.07,-70.05
2,2,2,2011-12,-35.96,-93.2
3,3,3,2012-12,-30.48,-127.64
4,4,4,2013-12,-20.41,-151.52
5,5,5,2014-12,-20.06,-95.53
6,6,6,2015-12,-1.61,-76.95
7,7,7,2016-12,-1.93,-76.92
8,8,8,2017-12,1.38,-72.2
9,9,9,2018-12,-1.82,-80.78
10,10,10,TTM,0.0,-54.64
