,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,0.0,0.0
2011-12,0.0,0.93
2012-12,-0.23,-359.5
2013-12,-0.07,-93.4
2014-12,-0.61,-23.38
2015-12,-0.27,6.64
2016-12,0.47,-11.18
2017-12,-0.65,-26.39
2018-12,-1.22,83.97
TTM,0.0,-78.39
