,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,18.72
1,1,1,2010-12,-0.34,15.32
2,2,2,2011-12,-2.12,14.03
3,3,3,2012-12,1.14,13.79
4,4,4,2013-12,1.02,10.88
5,5,5,2014-12,1.1,8.06
6,6,6,2015-12,1.35,10.21
7,7,7,2016-12,3.43,10.45
8,8,8,2017-12,5.4,10.0
9,9,9,2018-12,3.72,11.62
10,10,10,TTM,0.0,9.79
