,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,-2.04
1,1,1,1,2010-12,4.41,6.65
2,2,2,2,2011-12,0.67,3.63
3,3,3,3,2012-12,-8.16,-7.61
4,4,4,4,2013-12,-2.97,-7.61
5,5,5,5,2014-12,-1.03,-10.69
6,6,6,6,2015-12,-1.08,-13.71
7,7,7,7,2016-12,-0.38,-11.48
8,8,8,8,2017-12,-0.68,-9.74
9,9,9,9,2018-12,0.97,-4.72
10,10,10,10,TTM,0.0,1.08
