,FCFPS,ROIC
2009-12,0.0,7.6
2010-12,0.0,8.45
2011-12,0.0,3.78
2012-12,-0.18,3.81
2013-12,-0.01,10.91
2014-12,-0.54,9.68
2015-12,0.96,10.27
2016-12,-0.03,11.89
2017-12,0.24,16.74
2018-12,-0.29,2.89
TTM,0.0,2.64
