,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,-55.13
1,1,2010-12,-33.77,-50.92
2,2,2011-12,-4.79,-11.68
3,3,2012-12,-15.17,-30.65
4,4,2013-12,-25.28,-41.51
5,5,2014-12,-10.32,-29.1
6,6,2015-12,-6.08,-18.99
7,7,2016-12,-6.34,-19.82
8,8,2017-12,-5.47,-23.84
9,9,2018-12,-4.59,-28.94
10,10,TTM,0.0,-17.96
