,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,-2.3
1,1,1,2010-12,0.21,8.83
2,2,2,2011-12,0.07,13.42
3,3,3,2012-12,0.64,8.21
4,4,4,2013-12,0.62,8.49
5,5,5,2014-12,-0.21,12.98
6,6,6,2015-12,1.15,-12.04
7,7,7,2016-12,-0.09,-6.01
8,8,8,2017-12,-0.34,-0.9
9,9,9,2018-12,0.0,4.49
10,10,10,TTM,0.0,2.64
