,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2010-09,1.18,8.93
1,1,1,1,1,1,2011-09,1.08,9.78
2,2,2,2,2,2,2012-09,1.31,10.12
3,3,3,3,3,3,2013-09,3.62,9.59
4,4,4,4,4,4,2014-09,2.79,6.64
5,5,5,5,5,5,2015-09,4.0,6.15
6,6,6,6,6,6,2016-09,3.92,4.53
7,7,7,7,7,7,2017-09,4.2,6.29
8,8,8,8,8,8,2018-09,2.68,3.35
9,9,9,9,9,9,2019-09,-1.04,12.08
10,10,10,10,10,10,TTM,0.0,12.89
