,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2009-12,0,13.26
1,1,1,1,1,1,2010-12,0,16.17
2,2,2,2,2,2,2011-12,0,15.24
3,3,3,3,3,3,2012-12,0,13.15
4,4,4,4,4,4,2013-12,0,16.58
5,5,5,5,5,5,2014-12,0,18.5
6,6,6,6,6,6,2015-12,0,17.77
7,7,7,7,7,7,2016-12,0,15.89
8,8,8,8,8,8,2017-12,0,10.67
9,9,9,9,9,9,2018-12,0,6.3
10,10,10,10,10,10,TTM,0,5.23
