,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,6.67
1,1,1,1,1,2010-12,0.97,8.44
2,2,2,2,2,2011-12,1.85,7.55
3,3,3,3,3,2012-12,1.53,8.57
4,4,4,4,4,2013-12,0.57,7.4
5,5,5,5,5,2014-12,0.85,8.41
6,6,6,6,6,2015-12,1.19,9.02
7,7,7,7,7,2016-12,1.53,10.22
8,8,8,8,8,2017-12,1.08,10.08
9,9,9,9,9,2018-12,1.74,8.57
10,10,10,10,10,TTM,0.0,6.09
