,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,27.94
1,1,1,2010-12,1.21,59.42
2,2,2,2011-12,2.09,102.93
3,3,3,2012-12,2.22,108.65
4,4,4,2013-12,3.49,162.32
5,5,5,2014-12,4.02,155.68
6,6,6,2015-12,6.33,138.16
7,7,7,2016-12,4.54,79.77
8,8,8,2017-12,8.64,120.34
9,9,9,2018-12,13.51,129.51
10,10,10,TTM,0.0,96.77
