,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-12,3.96,16.88
1,1,1,1,2011-12,3.99,18.32
2,2,2,2,2012-12,2.72,36.31
3,3,3,3,2013-12,3.46,11.64
4,4,4,4,2014-12,4.74,16.17
5,5,5,5,2015-12,9.27,16.91
6,6,6,6,2016-12,16.39,20.94
7,7,7,7,2017-12,15.04,24.53
8,8,8,8,2018-12,14.35,19.66
9,9,9,9,2019-12,15.33,13.51
10,10,10,10,TTM,0.0,13.51
