,FCFPS,ROIC
2009-12,0.0,-1.64
2010-12,-0.4,-12.59
2011-12,-0.39,17.54
2012-12,0.23,6.72
2013-12,0.23,-6.83
2014-12,-0.22,5.95
2015-12,-0.14,5.91
2016-12,0.26,1.49
2017-12,0.35,-8.46
2018-12,-0.12,3.09
TTM,0.0,0.21
