,FCFPS,ROIC
2009-12,0.0,-36.12
2010-12,-1.93,-39.34
2011-12,-1.79,-38.11
2012-12,-1.36,-35.36
2013-12,-1.25,-42.44
2014-12,-1.27,-34.36
2015-12,-0.87,0.37
2016-12,1.34,-42.17
2017-12,-1.92,-44.72
2018-12,-1.47,-40.0
TTM,0.0,56.76
