,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,0.0,0.0
2011-12,0.0,0.0
2012-12,0.0,0.0
2013-12,0.0,0.0
2014-12,-1.57,0.0
2015-12,-1.78,-80.48
2016-12,-0.06,7.42
2017-12,-0.8,-102.38
2018-12,-0.38,-108.27
TTM,0.0,-305.34
