,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,13.32
1,1,1,2010-12,4.46,9.81
2,2,2,2011-12,2.89,13.47
3,3,3,2012-12,2.95,-5.13
4,4,4,2013-12,2.61,6.71
5,5,5,2014-12,5.28,7.9
6,6,6,2015-12,3.97,10.03
7,7,7,2016-12,7.81,9.28
8,8,8,2017-12,7.6,5.13
9,9,9,2018-12,7.08,6.23
10,10,10,TTM,0.0,10.52
