,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,0.67
1,1,2010-12,-0.24,21.93
2,2,2011-12,-0.65,-4.54
3,3,2012-12,-0.22,-8.73
4,4,2013-12,-0.64,-10.13
5,5,2014-12,-1.22,-5.56
6,6,2015-12,-2.13,-5.85
7,7,2016-12,-3.04,-18.62
8,8,2017-12,-1.35,-2.76
9,9,2018-12,-0.89,-1.74
10,10,TTM,0.0,-1.01
