,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,4.3
1,1,1,1,1,2010-12,3.73,8.97
2,2,2,2,2,2011-12,6.25,13.46
3,3,3,3,3,2012-12,0.25,11.42
4,4,4,4,4,2013-12,7.41,7.11
5,5,5,5,5,2014-12,8.01,7.06
6,6,6,6,6,2015-12,5.82,4.55
7,7,7,7,7,2016-12,4.26,0.46
8,8,8,8,8,2017-12,7.5,2.31
9,9,9,9,9,2018-12,3.61,13.02
10,10,10,10,10,TTM,0.0,12.17
