,FCFPS,ROIC
2009-12,0.0,2.64
2010-12,-3.66,-6.12
2011-12,-1.24,2.64
2012-12,3.67,9.46
2013-12,-5.38,-9.02
2014-12,-2.13,3.32
2015-12,1.77,14.74
2016-12,-6.66,5.06
2017-12,6.87,-9.19
2018-12,-5.24,-19.03
TTM,0.0,-33.66
