,FCFPS,ROIC
2009-12,0.0,0
2010-12,0.0,0
2011-12,0.0,0
2012-12,0.0,0
2013-12,-3.08,0
2014-12,-5.96,0
2015-12,-6.27,0
2016-12,1.79,0
2017-12,4.43,0
2018-12,0.9,0
TTM,0.0,0
