,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2008-12,0.0,7.07
1,1,1,1,1,2009-12,0.0,9.03
2,2,2,2,2,2010-12,0.0,8.27
3,3,3,3,3,2011-12,0.0,3.74
4,4,4,4,4,2012-12,0.0,-3.25
5,5,5,5,5,2013-12,0.0,-3.51
6,6,6,6,6,2015-12,-25.78,-11.62
7,7,7,7,7,2016-12,-11.61,-12.88
8,8,8,8,8,2017-12,-0.01,-2.04
9,9,9,9,9,2018-12,-4.77,-0.24
10,10,10,10,10,TTM,0.0,-0.62
