,FCFPS,ROIC
2010-12,2.98,11.14
2011-12,2.66,12.11
2012-12,1.83,8.44
2013-12,2.51,13.76
2014-12,2.73,12.99
2015-12,1.43,3.73
2016-12,2.11,1.38
2017-12,3.53,11.42
2018-12,2.91,8.64
2019-12,1.45,2.74
TTM,0.0,2.74
