,FCFPS,ROIC
2009-12,0.0,-9.85
2010-12,-0.52,-76.69
2011-12,-0.45,-91.72
2012-12,-0.84,-97.17
2013-12,-0.92,-91.83
2014-12,-0.68,-68.81
2015-12,-0.81,-50.36
2016-12,-1.25,-43.4
2017-12,-1.2,-53.42
2018-12,-1.78,-57.05
TTM,0.0,-45.04
