,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,8.73
1,1,1,1,1,2010-12,9.32,4.17
2,2,2,2,2,2011-12,8.36,8.86
3,3,3,3,3,2012-12,1.9,11.67
4,4,4,4,4,2013-12,4.16,8.0
5,5,5,5,5,2014-12,6.29,6.08
6,6,6,6,6,2015-12,4.26,8.35
7,7,7,7,7,2016-12,6.71,8.11
8,8,8,8,8,2017-12,4.24,-18.93
9,9,9,9,9,2018-12,4.58,0.0
10,10,10,10,10,TTM,0.0,0.0
