,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-09,0.37,16.47
1,1,2011-09,1.25,28.07
2,2,2012-09,0.68,23.32
3,3,2013-09,0.43,-0.46
4,4,2014-09,0.9,4.78
5,5,2015-09,0.39,2.15
6,6,2016-09,0.27,-11.75
7,7,2017-09,1.06,10.77
8,8,2018-09,0.88,14.22
9,9,2019-09,0.98,43.02
10,10,TTM,0.0,35.97
