,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2009-12,0.0,-20.55
1,1,2010-12,-0.65,-45.04
2,2,2011-12,-0.76,-76.38
3,3,2012-12,-0.76,-93.17
4,4,2013-12,-0.55,0.0
5,5,2014-12,-0.46,-59.9
6,6,2015-12,-0.18,-40.78
7,7,2016-12,-0.97,-73.04
8,8,2017-12,-0.47,-60.1
9,9,2018-12,-0.79,-75.6
10,10,TTM,0.0,-140.26
