,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,1.36
1,1,1,2010-12,2.36,2.49
2,2,2,2011-12,1.53,5.2
3,3,3,2012-12,1.51,10.39
4,4,4,2013-12,-0.15,8.6
5,5,5,2014-12,3.84,9.36
6,6,6,2015-12,2.14,9.79
7,7,7,2016-12,1.38,12.67
8,8,8,2017-12,3.01,4.37
9,9,9,2018-12,3.58,14.77
10,10,10,TTM,0.0,10.59
