,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-04,1.66,12.91
1,1,2011-04,1.08,10.77
2,2,2012-04,1.41,10.29
3,3,2013-04,-0.84,8.8
4,4,2014-04,-0.11,9.26
5,5,2015-04,-0.38,10.94
6,6,2016-04,1.59,12.38
7,7,2017-04,0.64,8.8
8,8,2018-04,-2.46,13.44
9,9,2019-04,1.06,7.55
10,10,TTM,0.0,8.48
