,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2010-06,1.96,4.94
1,1,1,1,2011-06,2.46,0.69
2,2,2,2,2012-06,1.38,-7.32
3,3,3,3,2013-06,0.65,2.77
4,4,4,4,2014-06,0.05,-11.97
5,5,5,5,2015-06,1.11,-3.26
6,6,6,6,2016-06,0.58,-1.19
7,7,7,7,2017-06,0.61,-2.01
8,8,8,8,2018-06,-0.83,1.88
9,9,9,9,2019-06,-0.66,-2.21
10,10,10,10,TTM,0.0,-4.41
