,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-03,0.0,-8.32
1,1,2011-03,0.0,-11.18
2,2,2012-03,0.0,-8.17
3,3,2013-03,0.0,4.5
4,4,2014-12,0.78,-1.42
5,5,2015-12,-0.53,-12.94
6,6,2016-12,-0.79,-12.52
7,7,2017-12,-0.34,-10.31
8,8,2018-12,0.03,-9.19
9,9,2019-12,0.09,-13.94
10,10,TTM,0.0,-13.94
