,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,8.17
1,1,1,1,2010-12,-10.74,0.0
2,2,2,2,2011-12,5.16,15.92
3,3,3,3,2012-12,8.53,-0.51
4,4,4,4,2013-12,-15.9,7.48
5,5,5,5,2014-12,4.2,3.1
6,6,6,6,2015-12,-4.76,3.89
7,7,7,7,2016-12,4.82,3.79
8,8,8,8,2017-12,5.91,3.13
9,9,9,9,2018-12,3.6,1.22
10,10,10,10,TTM,0.0,-10.63
