,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,4.57
1,1,1,1,2010-12,0.33,4.43
2,2,2,2,2011-12,0.34,4.08
3,3,3,3,2012-12,0.47,6.35
4,4,4,4,2013-12,0.36,5.97
5,5,5,5,2014-12,0.08,3.83
6,6,6,6,2015-12,0.84,4.67
7,7,7,7,2016-12,0.47,2.45
8,8,8,8,2017-12,0.74,4.01
9,9,9,9,2018-12,-0.75,7.13
10,10,10,10,TTM,0.0,7.52
