,FCFPS,ROIC
2009-12,0.0,-27.31
2010-12,-0.08,-29.72
2011-12,-0.03,-5.55
2012-12,-0.09,0.35
2013-12,0.02,7.39
2014-12,0.09,2.24
2015-12,0.04,-1.52
2016-12,0.25,-11.04
2017-12,0.0,-4.16
2018-12,0.23,1.71
TTM,0.0,0.39
