,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2010-01,0.0,3.09
1,1,1,1,1,1,2011-01,0.39,4.76
2,2,2,2,2,2,2012-01,0.86,-1.91
3,3,3,3,3,3,2013-01,-2.05,-12.67
4,4,4,4,4,4,2014-01,-11.39,-15.21
5,5,5,5,5,5,2015-01,-1.34,-6.59
6,6,6,6,6,6,2016-01,-0.02,-4.02
7,7,7,7,7,7,2017-01,0.28,3.56
8,8,8,8,8,8,2018-01,0.38,2.05
9,9,9,9,9,9,2019-01,-0.33,0.73
10,10,10,10,10,10,TTM,0.0,1.17
