Date,ROIC,FCFPS
2010-12,12.79,0.0
2011-12,16.44,0.0
2012-12,16.97,0.0
2013-12,17.55,0.0
2014-12,15.19,0.0
2015-12,18.08,0.0
2016-12,15.78,0.0
2017-12,9.59,0.0
2019-03,18.33,3.13
2020-03,9.48,1.94
TTM,9.48,0.0
