,FCFPS,ROIC
2009-09,0.0,-6.98
2010-09,17.51,14.09
2011-09,-2.58,-7.32
2012-09,-2.61,-0.1
2013-09,-4.84,3.13
2014-09,-15.82,0.87
2015-09,-7.48,-0.08
2016-09,2.08,-11.66
2017-09,0.47,-21.11
2018-09,-7.42,-116.51
TTM,0.0,-83.79
