,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2009-12,0.0,0.0
1,1,1,1,1,1,1,2010-12,0.0,0.0
2,2,2,2,2,2,2,2011-12,0.0,0.0
3,3,3,3,3,3,3,2012-12,0.0,-1.34
4,4,4,4,4,4,4,2013-12,0.0,33.81
5,5,5,5,5,5,5,2014-12,0.82,3.34
6,6,6,6,6,6,6,2015-12,1.12,15.49
7,7,7,7,7,7,7,2016-12,1.53,15.45
8,8,8,8,8,8,8,2017-12,1.46,7.78
9,9,9,9,9,9,9,2018-12,1.74,20.76
10,10,10,10,10,10,10,TTM,0.0,17.09
