,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-02,0.55,-25.78
1,1,2011-02,-0.01,-6.49
2,2,2012-02,0.4,22.47
3,3,2013-02,0.48,59.84
4,4,2014-02,0.67,9.36
5,5,2015-02,0.53,11.56
6,6,2016-02,1.07,7.41
7,7,2017-02,0.62,0.03
8,8,2018-02,1.58,6.96
9,9,2019-02,1.25,7.33
10,10,TTM,0.0,0.68
