,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,0.39,0.62
2011-12,0.41,0.34
2012-12,0.49,1.93
2013-12,0.57,7.12
2014-12,0.35,-3.09
2015-12,0.8,-2.58
2016-12,0.73,3.79
2017-12,1.04,1.14
2018-12,1.33,4.57
TTM,0.0,3.84
