,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2010-04,0.0,0.0
1,1,1,1,1,2011-04,0.0,0.0
2,2,2,2,2,2012-04,0.0,0.0
3,3,3,3,3,2013-04,0.0,4.25
4,4,4,4,4,2014-04,0.0,4.62
5,5,5,5,5,2015-04,0.0,2.39
6,6,6,6,6,2016-04,-0.68,0.01
7,7,7,7,7,2017-04,1.41,0.62
8,8,8,8,8,2018-04,0.56,-32.85
9,9,9,9,9,2019-04,1.07,-3.9
10,10,10,10,10,TTM,0.0,-5.47
