,FCFPS,ROIC
2009-12,0.0,9.46
2010-12,0.39,19.72
2011-12,0.23,3.99
2012-12,0.21,2.39
2013-12,0.08,-1.03
2014-12,0.08,2.5
2015-12,-0.09,-17.37
2016-12,0.11,-4.3
2017-12,0.07,-0.49
2018-12,-0.05,0.84
TTM,0.0,-1.67
