,FCFPS,ROIC
2009-12,0.0,0
2010-12,3.66,0
2011-12,3.55,0
2012-12,3.14,0
2013-12,3.49,0
2014-12,2.37,0
2015-12,1.62,0
2016-12,2.67,0
2017-12,1.65,0
2018-12,4.01,0
TTM,0.0,0
