,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,2009-12,0.0,12.84
1,1,1,1,1,1,2010-12,2.04,18.06
2,2,2,2,2,2,2011-12,2.75,27.43
3,3,3,3,3,3,2012-12,1.39,21.01
4,4,4,4,4,4,2013-12,1.67,15.36
5,5,5,5,5,5,2014-12,0.41,7.87
6,6,6,6,6,6,2015-12,-0.64,-6.13
7,7,7,7,7,7,2016-12,0.88,4.49
8,8,8,8,8,8,2017-12,1.37,9.21
9,9,9,9,9,9,2018-12,2.47,13.9
10,10,10,10,10,10,TTM,0.0,12.15
