,FCFPS,ROIC
2009-12,0.0,0.0
2010-12,0.0,0.0
2011-12,0.0,-37.65
2012-12,-2.07,-81.24
2013-12,-2.38,-51.51
2014-12,-2.47,-141.56
2015-12,-4.49,-148.74
2016-12,-4.33,-133.21
2017-12,-4.87,-162.46
2018-12,-3.11,-72.5
TTM,0.0,-53.72
