,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,2009-12,0.0,13.43
1,1,1,1,1,2010-12,2.62,14.21
2,2,2,2,2,2011-12,4.86,15.68
3,3,3,3,3,2012-12,4.99,16.19
4,4,4,4,4,2013-12,8.6,13.56
5,5,5,5,5,2014-12,1.33,15.2
6,6,6,6,6,2015-12,7.47,18.67
7,7,7,7,7,2016-12,8.42,17.91
8,8,8,8,8,2017-12,8.24,15.91
9,9,9,9,9,2018-12,9.02,31.9
10,10,10,10,10,TTM,0.0,25.71
