,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,FCFPS,ROIC
0,0,0,2009-12,0.0,3.02
1,1,1,2010-12,0.76,9.66
2,2,2,2011-12,3.11,21.33
3,3,3,2012-12,3.55,12.4
4,4,4,2013-12,2.25,14.59
5,5,5,2014-12,1.91,10.95
6,6,6,2015-12,2.92,10.78
7,7,7,2016-12,2.46,13.11
8,8,8,2017-12,1.21,7.77
9,9,9,2018-12,3.18,8.9
10,10,10,TTM,0.0,9.49
