,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,FCFPS,ROIC
0,0,0,0,2009-12,0.0,9.7
1,1,1,1,2010-12,0.35,4.31
2,2,2,2,2011-12,-0.03,10.83
3,3,3,3,2012-12,0.53,12.44
4,4,4,4,2013-12,0.4,18.47
5,5,5,5,2014-12,0.55,10.25
6,6,6,6,2015-12,0.4,9.42
7,7,7,7,2016-12,-0.44,8.78
8,8,8,8,2017-12,-0.55,7.44
9,9,9,9,2018-12,-0.76,0.25
10,10,10,10,TTM,0.0,1.2
