,Unnamed: 0,Unnamed: 0.1,FCFPS,ROIC
0,0,2010-09,71.3,-1.6
1,1,2011-09,21.03,-2.45
2,2,2012-09,-177.13,-2.83
3,3,2013-09,-94.01,-12.55
4,4,2014-09,-199.44,-21.79
5,5,2015-09,-218.47,-81.87
6,6,2016-09,-74.08,-57.98
7,7,2017-09,-26.38,-13.75
8,8,2018-09,-13.67,-63.98
9,9,2019-09,-5.38,-228.67
10,10,TTM,0.0,-125.9
