,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,FCFPS,ROIC
0,0,0,0,0,0,0,2010-12,0.0,26.92
1,1,1,1,1,1,1,2011-12,0.0,23.54
2,2,2,2,2,2,2,2012-03,0.0,12.41
3,3,3,3,3,3,3,2013-03,0.0,23.38
4,4,4,4,4,4,4,2014-03,0.0,47.93
5,5,5,5,5,5,5,2015-03,2.14,13.99
6,6,6,6,6,6,6,2016-03,2.99,11.08
7,7,7,7,7,7,7,2017-03,3.61,12.13
8,8,8,8,8,8,8,2018-03,6.36,9.72
9,9,9,9,9,9,9,2019-03,6.58,9.89
10,10,10,10,10,10,10,TTM,0.0,12.16
